,name,authors,translator,broadcaster,price,publisher,date,language,vol,description,category,cover_loc
43,پادکست دیج ایمیج - ق,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۵/۲۵, فارسی," 18.23 
                        ","
                                    اسکات ویلسون یکی از معروف‌ترین عکاسان منظره در جهان است که دو سال پیش به یک بیماری کشنده مبتلا شد. امیر یاری در این پادکست فارسی ، درباره اسکات ویلسون و بیماری خاص‌اش می‌گوید. همچنین درباره یک کتاب عکس می‌گوید که اسکات آن را در طی این دوره گذار، عکاسی و چاپ کرد و تاکنون نزدیک به 40 هزار دلار از فروش آن کتاب بدست آورده است. این کتاب Through the Window نام دارد و تمامی عواید آن صرف امور تحقیقاتی شده است.                                                                    ",کانال‌های پادکست,https://newcdn.fidibo.com/images/books/83075_64707_normal.jpg
44, آقای اشمیت کیه,سباستین تیری,شهلا حائری,فرهاد فتحی  ،                                                                                                             میلاد فتوحی  ،                                                                                                             میلاد فروتنیان,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۸/۱۹, فارسی," 73.88 
                        ","
                                    کتاب صوتی «آقای اشمیت کیه؟» کمدی‌ای فرانسوی‌ست که با طنزی نهفته و تلخ از وضعیت جامعه در دنیای مدرن امروز می‌گوید . جامعه‌ای که در آن جبر زندگی اجتماعی به مرور هویت افراد را از آنها می‌گیرد و هویت دیگری را به آنها تحمیل می‌کند.
آقا و خانم قوچی مشغول غذا خوردن هستند که ناگهان زنگ تلفن به صدا در می‌آید و پشت خط کسی سراغ آقای اشمیت را می‌گیرد. اما این زن و شوهر اشتراک تلفن ندارند و خط تلفن آنها قطع است. پس متوجه می‌شوند که در منزل کس دیگری زندگی می‌کنند. اما ظاهراً همه چیز ثابت می کند که آنها واقعاً آقا و خانم اشمیت هستند. خانم و آقای قوچی مبهوت و وحشت‌زده به دنبال اثبات هویت گمشده خود هستند. حقیقت کجاست؟ آقای اشمیت به راستی کیست؟
«آقای اشمیت کیه؟» نوشته سباستین تیری است و با ترجمه شهلا حائری و خوانش جمعی از گویندگان منتشر شده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/94545_52613_normal.jpg
45, دایره‌ی گچی قفقازی,برتولت برشت,حمید سمندریان,شهاب غزالی  ،                                                                                                             علی اشتیاقی  ،                                                                                                             میلاد فتوحی,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۸/۱۴, فارسی," 209.39 
                        ","
                                    دایره گچی قفقازی از مشهورترین نمایشنامه‌های برتولت برشت، نویسنده آلمانی است و حاوی داستانی اخلاقی است که شرح حال دختری رعیت را روایت می‌کند که با نجات دادن یک کودک از طبقه بالای جامعه، نقش مادری بهتر از مادر واقعی را برای او ایفا می‌کند.
این نمایشنامه در سال ۱۹۴۴، هنگامی که برشت در آمریکا ساکن بود به زبان آلمانی نوشته شد و توسط دوست او، اریک بنتلی به انگلیسی ترجمه شد. اولین نمایش آن در سال ۱۹۴۸ در قالب کار دانشجویی در کالج کارلتون واقع در ایالت مینه‌سوتا به روی صحنه رفت.
نمایشنامه دایره گچی قفقازی در قالب یک پیش‌درآمد و پنج صحنه نوشته شده است. عنوان پیش‌درآمد کشمکش بر سر یک دره و عناوین صحنه‌های آن به ترتیب طفل والاگهر، فرار به کوهستان‌های شمالی، در کوهستان‌های شمالی، شرح احوال قاضی، دایره گچی است.

دایره گچی قفقازی با ترجمه حمید سمندریان و خوانش جمعی از گویندکان منتشر شده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/94497_30416_normal.jpg
46,پادکست ابدیت و یک روز؛ شماره نوزده,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۸/۰۲/۲۰, فارسی," 38.09 
                        ","
                                     در نوزدهمین قسمت از مجموعه پادکست‌های «ابدیت و یک روز» در ادامه برنامه قبل همچنان درباره «فروشنده» اصغر فرهادی ‌به گفتگو نشسته‌‌ایم. 
در بخش اول این پادکست منتقدین و نویسندگان سینمایی، خانوم‌ها و آقایان  «آنتونیا شرکا»، «حسین معززی ‌نیا»، «هما توسلی» و «مهرزاد دانش» به ترتیب هرکدام در یک تک گویی نظرات موافق یا مخالفشان را درباره این فیلم و ‌سینمای اصغر فرهادی برای ما بازگو کرده‌اند.
در بخش پایانی نیز شنونده ادامه مناظره آقایان «علی مصلح حیدر‌زاده» و «یاشار ‌نورایی» خواهید بود که درباره چرایی دو قطبی شدن فضای و تاثیرات اجتماعی این فیلم با یکدیگر گفتگو کرده‌اند.‌                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80623_83072_normal.jpg
47, سایکوسیس ۴:۴۸,سارا کین,عرفان خلاقی,بنفشه جوکار  ،                                                                                                             فروغ حداد  ،                                                                                                             مهران نوروزی,"۲۹,۰۰۰ ",توسعه محتوای لحن دیگر,۱۴۰۰/۱۰/۲۰, فارسی," 170.8 
                        ","
                                    از متن کتاب:

دوجنسه‌ی شکست خورده‌ای که تنها به خودش اعتماد داشت این اتاق رو واقعیتی شلوغ و پرازدحام می‌بینه و برای اینکه هیچ وقت از این کابوس بیدارش نکنن التماس می‌کنه. و آن‌ها همگی آنجا بودند تا آخرینشان و همگی نام مرا می‌دانستند آن گاه که همچون سوسکی می‌گریختم از پس صندلی‌هایشان. به یاد آر نور را و باور دار نور را روشنایی‌ای آنی پیش از شبی ابدی نگذار که فراموش کنم.
خسته‌ام و ناراضی از همه چیز به عنوان یک انسان شکست خورده‌ای تمام عیارم گناهکارم، دارم تقاص پس میدم دوست دارم خودم رو بکشم پیش از این می‌تونستم گریه کنم، اما الآن کارم دیگه از اشک گذشته علاقه‌ام رو به آدم های دیگه از دست داده‌ام نمیتونم تصمیم بگیرم نمی‌تونم بخورم نمی‌تونم بخوابم نمی‌تونم فکر کنم نمی‌تونم غلبه کنم بر تنهایی‌ام، بر ترسم، بر نفرتم، چاق شده‌ام، نمی‌تونم بنویسم، نمی‌تونم عاشق بشم برادرم داره می‌میره، عاشقم داره می‌میره، منم که دارم هردوشون رومی‌کشم. سرریز میشم از مرگ خودم از داروهایی که می‌خورم می‌ترسم...
دوست ندارم بمیرم این قدر از حقیقت میرا بودنم در عذابم که تصمیم دارم خودکشی کنم نمی‌خوام زندگی کنم من به عاشق خوابیده‌ام حسادت می‌کنم و روی این بیهوشی به اجبار داروش رو می‌پوشونم وقتی هم اون از خواب بیدار بشه، به بی‌خوابی شبانه‌ی خیالاتم و به حرف زدن به لطف داروها بدون لکنتم حسادت می‌کنه من امسال از خودم به قصد مرگ استعفا میدم.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/126331_65585_normal.jpg
48, نما,برنارد پامرنس,احسان کرم‌ویسی,رادمهر کشانی  ،                                                                                                             شادی زراعتی  ،                                                                                                             مهرزاد مشکل گشا,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۶/۱۱, فارسی," 96.46 
                        ","
                                    کتاب صوتی نمایشنامه‌ی «مرد فیل‌نما» نوشته برنارد پامرنس است که با ترجمه احسان کرم‌ویسی و خوانش جمعی از گویندگان منتشر شده.
مرد فیل‌نما مشهورترین نمایشنامه‌ی برنارد پامرنس است که پس از اجرا بلافاصله توجه بسیاری را به خود جلب کرد. نثر موجز و پرقدرت نویسنده در کنار بازی تاثیرگذاری که از آن نمایش شد موجب شدند که جوایز بسیاری از جمله جایزه تونی و حلقه منتقدین نیویورک را از آن خود کند. 
«مرد فیل‌نما» در واقع اقتباسی است از زندگی جوزف مریک که به خاطر رشد بیش از حد غدد گوشتی و استخوان‌های صورتش، ظاهری از ریخت افتاده پیدا کرده بود. و به او لقب مرد فیل‌نما داده بودند. همه‌ی آرزویش داشتن یک زندگی کاملاً معمولی بود. او رویاهای بسیار ساده‌ای در سر داشت. خودش می‌گفت در سرش آن‌قدر رویا جمع شده که می‌ترسد روزی بار سنگین آن‌ها گردنش را بشکند و همین‌طور هم شد. زندگی کوتاه و دردناک اون بن‌مایه‌ای بوده برای نمایش چیستی زشتی و زیبایی انسان و اینکه سیرت آدمی در این دنیای پر از صورتک‌ها چه اهمیتی دارد. 
زبانی که در این نمایشنامه استفاده شده عاریت‌گرفته شده از دوره‌ی ویکتوریایی انگلستان است. یعنی همان دوره‌ای که .قایع این داستان اتفاق می‌افتند. زبانی که چارلز دیکنز در رمان‌ها و اسکار وایلد در نمایشنامه‌هایش استفاده کردند و به آن غنا و وسعت بخشیدند.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/93155_30630_normal.jpg
49,پادکست ابدیت و یک روز - شماره نود و یک - حقیقت و مرد دانا,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۸/۰۵/۰۳, فارسی," 13.65 
                        ","
                                    پنجم دی ماه سال ۱۳۹۷، «بهرام بیضایی» نمایشنامه‌نویس و کارگردان تاتر، سینماگر، ادیب و پژوهش‌گر نامی و فرزانه ایران سالروز هشتاد سالگی‌اش را جشن خواهد گرفت. به همین مناسبت و پاس بیش از شش دهه تلاش‌ها و تجربه‌ها و پژوهش‌های او و خلق آثار نوشتاری و نمایشی و ساخت و اجرای فیلم‌ها و نمایشنامه‌هایی ژرف و جاودان و افزودن و سرشار نمودن ادب و هنر و فرهنگ معاصر ایران، در مجموعه پادکست‌هایی ویژه شامل گفت‌وگو‌هایی با همکاران و صاحب‌نظران و دوستان او در حد خودمان در «ابدیت و یک روز» به بزرگداشت او کوشیده‌ایم.

لازم به ذکر است که به دلیل کثرت مهمان‌‌ها و تنوع سابقه و سن ایشان ساده‌ترین راه را برای ترتیب پخش گفت‌وگو‌ها در نظر گرفتیم  و صحبت‌های این بزرگواران را به ترتیب حروف الفبای ابتدای نام خانوادگی ایشان خواهید شنید.

مهمان این برنامه ما، آقای «آیدین آغداشلو»، نقاش، تصویرگر، گرافیست، نویسنده، و سینما‌دوست صاحب‌‌سبک ایران و از دوستان نزدیک بهرام بیضایی برای ما درباره این هنرمند بزرگ و مراودات فکری و همکاری‌هایشان با ایشان (طراحی جلد برخی از کتاب‌های او) صحبت کرده‌اند.                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/86265_10950_normal.jpg
50, نمایش‌نامه ازدواج آقای می‌سی‌سی‌پی,فردریش دورنمات,حمید سمندریان,شهاب غزالی  ،                                                                                                             مهدی تقی پور  ،                                                                                                             میلاد فتوحی,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۳/۱۸, فارسی," 146.88 
                        ","
                                    کتاب صوتی نمایشنامه «ازدواج آقای می‌سی‌سی‌پی» نوشته فردریش دورنمات است که با ترجمه حمید سمندریان و و خوانش جمعی از گویندگان منتشر شده.
طرح اساسی اغلب آثار «فردریش دورنمات» چیزی جز تراژدی وجود انسانی نیست که به واسطه‌ی نحوه‌ ارائه‌ ظظنزآمیز و نیشدارشان به صورت کمدی تغییر شکل می‌دهند. 
در «ازدواج آقای می‌سی‌سی‌پی» افکار فلسفی و عمیق دورنمات در یک قالب تئاتری بسیار زیبا ارائه می‌شود. در «ازدواج آقای می‌سی‌سی‌پی» بیش از همه چیز، رهایی از بند غل و زنجیرهایی که رعایت اصول به دست و پای هر درام‌نویس می‌زند، به چشم می‌خورد. 
در ازدواج «ازدواج آقای می‌سی‌سی‌پی» اشخاص نمایش هر کدام دارای دو شخصیت جداگانه هستند. یکی شخصیتی که به صورت نقال ماجرا را تعریف می‌کند، شخصیت دیگر آن‌که به داخل بازی برمی‌گردد تا نقش تعریف‌شده خود را اجرا کند. 
دورنمات به این وسیله به امیال و هدف‌های پنهانی روح بشر دست می‌یازد و علل برخورد این هدف‌ها را که به مثابه دیوی در روح بشربه خواب رفته است کاوش می‌کند. 
او می‌خواهد بداند:
وقتی ایده‌آل‌ها و هدف‌های اشخاص مختلف با یکدیگر برخورد می‌کند وو تضاد ایجاد می‌شود چه روی می‌دهد. منظور افکاری است که مردم برای عملی کردن آن‌ها با اراده‌ای محکم و نیرویی تهورآمیز، دیوانه‌وار کوشش می‌کنند. 
و نیز دانستن این نکته که:
آیا بشر قادر است جهان را با فکرو میل خود تغییر دهد؟ و آیا اصولاً دنیا تغییر پپذیر است یا نه؟
و در آخرین تحلیل:
آیا لطف خداوند جهان در این عالم متناهی نسبت به شر بی‌نهایت است یا نه؟                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/91012_12440_normal.jpg
51,پادکست دیج ایمیج,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۱۰/۱۷, فارسی," 27.01 
                        ","
                                    ایده عکاسی عروسی یکی از آن تصورات بسیار مشکل برای عکاسان عروسی و همچنین برای زوج‌های جوان است. خیلی از زوج‌های جوان نمی‌توانند دقیقا تصور کنند که چه چیزی قرار است در آلبوم عروسی آنها قرار گیرد. برخی از آنها دوست دارند تا عکس های خاص و زیبایی را در روزی غیر از روز مراسم عروسی‌شان تجربه کنند و برای همین هم عکاسی فرمالیته یا پیشکاری انجام می‌دهند. برخی دیگر هم سعی می‌کنند به فضاهایی خارج شهر بروند و اگرچه ایده عکاسی عروسی خاصی را در ذهن ندارند، اما به دلیل فرصت بیشتری که در اختیار دارند، می‌توانند به عکاس خود اطمینان کنند تا آنها را سورپرایز کند. اما در این پادکست درباره یک گالری عکس می‌شنوید که قرار بود عکس های عروسی یک زوج جوان ایتالیایی باشد، اما تبدیل به یکی از زیباترین کارهای هنری امسال شد.


عکاسی که برای این کار انتخاب شد Nicola Bernardi نام دارد. او تصویر جالبی درباره عکاسی دارد و معتقد است هر عکس باید داستانی را تعریف کند. به عنوان مثال عکس زیر، شادی در خلوت نام دارد. داستانی که دو در این عکس تعریف می‌کند، مردی نسبتا میانسالی را نشان می‌دهد که در تنهایی خودش، در حال شادی وصف‌ناپذیری است.

مشتریان او حدس می‌زدند که او تنها کسی است که می‌تواند ایده عکاسی عروسی آنها را به عکس تبدیل کند. کلمات اصلی که ایده عکاسی عروسی برای این زوج جوان بود به این ترتیب هستند. البته اینها کلمات انگلیسی ترجمه شده از ایتالیایی هستند و به گفته نیکولا، برخی از آنها نمی‌توانند معادل دقیق و درستی از مفهوم اصلی آنها در ایتالیایی باشند:

Promise
Comparison
Build
Support
Time
Balance
Listening
Meeting of the opposites
Sacrifice
Joy
Passion
Faith
Journey
Lightheartedness
Umility
امیر یاری در این پادکست فارسی (پادکست عکاسی تصویر دیجیتال) درباره نیکولا برناردی ، ایده عکاسی عروسی او برای دوستانش و گالری بی‌نظیر عکاسی باله می‌گوید. یک سری عکس پرتره بی‌نظیر که در پشت هر کدام، ایده خاصی برای ثبت وجود داشته است.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/86246_52046_normal.jpg
52,پادکست پاپریکا,پاپریکا,None,طه حسینی نژاد,None,پاپریکا,۱۳۹۷/۰۶/۰۵, فارسی," 28.08 
                        ","
                                    مهدی کرم‌پور نویسنده و کارگردان سینما مهمان این اپیزود پادکست پاپریکا است. کرم‌پور فیلم‌هایی مثل چه کسی امیر را کشت؟، پل چوبی، سوفی و دیوانه را کارگردانی کرده‌است.                                                                    ",پاپریکا,https://newcdn.fidibo.com/images/books/82925_76594_normal.jpg
53,پ,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۲/۰۶, فارسی," 13.48 
                        ","
                                    وقتی درباره عکاسی زیر آب صحبت می‌کنیم، هیچوقت فکر نمی‌کنیم ممکن است دوربینی که با آن کار می‌کنیم به اعماق دریا سقوط کند. این اتفاق برای یک غواص در ژاپن پیش آمد. اما نزدیک به دو سال بعد یک نفر به او زنگ زد و گفت: دوربین گمشده‌ او در سواحل تایوان پیدا شده است. در حالی که همچنان روشن است.
امیر یاری در این پادکست فارسی، درباره دوربین گمشده‌ ای که نزدیک به ۳۰۰ کیلومتر در زیر آب سفر کرده توضیح می‌دهد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83088_59338_normal.jpg
54,پا,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۴/۱۰, فارسی," 22.7 
                        ","
                                    عکاسی ورزشی نیاز به تجهیزات بسیار گران‌قیمتی دارد. حتماً عکاسان فوتبال را کنار زمین دیدید که به آرامی در گوشه‌ای جا گرفته‌اند و با لنز‌هایی که آن‌قدر سنگین هستند که باید روی سه‌پایه قرار بگیرند، در حال عکاسی از زمان فوتبال‌اند. در دنیای پیشرفته امروز که هر بازیکن با چند دوربین دنبال می‌شود، این عکاسان به دنبال چه هستند؟ چه صحنه‌هایی را قرار است ثبت کنند که ما آن‌ها را فراموش نکنیم؟ وقتی مهم‌ترین خاطرات ما از فوتبال، لحظات متحرک هستند، این عکس‌ها چه چیزی را در ذهن ما حک می‌کنند؟

فوتبال، یک سمت برد و یک سمت باخت است. یک سمت اشک می‌بینیم و یک سمت خنده. اما لحظاتی هستند که هیچکس دوست ندارد آن‌ها را به خاطر بیاورد. لحظاتی که همه، یعنی دقیقاً هر دو طرف بازی، از یادآوری آن خجالت‌زده می‌شوند. در این پادکست به سراغ ۷ تصویر می‌روم. ۷ عکس، ۷ لحظه، ۷ اتفاق. ۷ صحنه‌ای که عکاسان ورزشی با دوربین‌هایشان در خاطر ما زنده نگه داشتند تا هیچ‌وقت آن‌ها را فراموش نکنیم. ۷ صحنه که همواره از به یادآوری آن‌ها خجالت‌زده می‌شویم و فکر می‌کنیم ای‌کاش فوتبال این‌قدر بی‌رحم نبود.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83080_66025_normal.jpg
55,پادکست ابدیت و یک روز؛ شماره سه,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۷/۱۱/۰۸, فارسی," 29.84 
                        ","
                                     جشنواره جهانی فیلم «کن» سال آینده هفتاد ساله می‌‌شود. همین موضوع بهانه‌‌ای شد که در سومین برنامه از مجموعه پاد‌کست‌‌های «ابدیت و یک روز» به سراغ «پرویز جاهد» منتقد سینما برویم که حال دیگر نزدیک به ده سال است به طور مداوم  به این جشنواره می رود و همواره با گزارش‌‌ها، نقدها و عکس‌‌های‌‌‌اش سینما دوستان را به پیگیری این جشنواره مشتاق‌‌تر کرده است. او در بخش نخست پادکست‌‌های مربوط به جشنواره کن برای ما از شرایط نمایش فیلم‌‌ها، فضای جشنواره، دشواری فیلم دیدن و انتقاد‌‌های معمول پیرامون همه این مسائل می‌‌گوید.
 در‌ضمن «ابدیت و یک روز» در کانال تلگرامی‌‌‌اش گزارش‌‌ها‌یی اختصاصی از جشنواره‌‌های دیگر جهانی از جمله «کارلووی واری»، «تورنتو»، «لوکارنو» و «لندن» برای مخاطبان خود تهیه ‌کرده و خواهد کرد که علاقمندان می‌‌توانند در آنجا این گزارش‌ها را بشنوند.                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80592_59545_normal.jpg
56,پادکست نیمه شب,نیمه شب,None,دنیل شجاعی  ،                                                                                                             مهدی خدادادی,None,نیمه شب,۱۳۹۶/۱۱/۰۶, فارسی," 22.98 
                        ","
                                    در قسمت دوم آرنوفسکی رو معرفی کردیم،درباره تمام فیلم هاش صحبت کردیم و نقاط قوت و ضعف اون هارو یادآور شدیم،در آخر سراغ مادر رفتیم و چرایی نظرات دوگانه درباره آخرین فیلم آرنوفسکی رو بررسی کردیم.                                                                    ",نیمه شب,https://newcdn.fidibo.com/images/books/83059_94173_normal.jpg
57,پادکست نوروز با آفتابگردان‌ها - قسمت ششم,گروه نویسندگان,None,گروه گویندگان,None,رادیو گوشه,۱۴۰۰/۱۲/۲۶, فارسی," 10.95 
                        ","
                                    (پادکست نوروزی رادیو گوشه)                                                                    ",ادبیات و نقد ادبی,https://newcdn.fidibo.com/images/books/129654_76497_normal.jpg
58,پادکست نوروز با آفتابگردان‌ها - قسمت پنجم,گروه نویسندگان,None,گروه گویندگان,None,رادیو گوشه,۱۴۰۰/۱۲/۲۶, فارسی," 10.69 
                        ","
                                    (پادکست نوروزی رادیو گوشه)                                                                    ",نقاشی,https://newcdn.fidibo.com/images/books/129653_10516_normal.jpg
59,پادکست ابدیت و یک روز؛ شماره سی و پنج,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۸/۰۴/۲۸, فارسی," 22.72 
                        ","
                                     چندی پیش به همت و پیگیری سینما‌تک موزه ‌هنرهای معاصر در یک اتفاق فرهنگی خجسته و تکرار نشدنی، سینما‌دوستان ساکن تهران موفق شدند مجموعه‌ای از فیلم‌های آلمانی زبان «سهراب شهید‌ثالث» را روی پرده سینمای تماشا کنند. در کنار نمایش این فیلم‌ها، آقای «سعید عقیقی» منتقد صاحب‌نام و با‌دانش سینمای ایران و جهان درباره دنیای آثار این سینماگر صاحب‌سیک و یگانه سخنرانی کردند که می‌توانید در سی و پنجمین پادکست «ابدیت و یک روز» شنونده صحبت‌های ایشان در آن جلسه سخنرانی باشید.‌                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80660_53208_normal.jpg
